content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"Very useful app for current unsafe conditions like this outbreak vitus. Paid, but worth it.","very useful application for current unsafe conditions like this outbreak vitus. paid, but worth it.",en,0.6365,0.0,0.659,0.341,1,"[('outbreak vitus', 0.6909), ('useful application', 0.4627), ('current unsafe conditions', 0.2497), ('paid', 0.125), ('like', 0.0797)]"
Fast response... Great app....,fast response... great application....,en,0.6249,0.0,0.423,0.577,2,"[('great application', 0.6901), ('response great application', 0.6776), ('fast response', 0.6125), ('response great', 0.3622), ('great', 0.2464)]"
The best ever...,the best ever...,en,0.6369,0.0,0.323,0.677,2,"[('best', 0.5609)]"
"Kirain gratis, hehe","kirain gratis, hehe",en,0.0516,0.0,0.625,0.375,1,"[('kirain gratis hehe', 0.9841), ('kirain gratis', 0.9376), ('kirain', 0.7895), ('gratis', 0.4855), ('hehe', 0.3118)]"
Good application...worth it👍,good application...worth it,en,0.4404,0.0,0.58,0.42,1,"[('good application worth', 0.8279), ('good application', 0.7562), ('application', 0.5151), ('worth', 0.4083), ('good', 0.314)]"
"First timer, and I m so impressed with the service, the doctor reaponse within a second and the medicine arrived less than an hour...amazing.","first timer, and i m so impressed with the service, the doctor reaponse within a second and the medicine arrived less than an hour...amazing.",en,0.6113,0.0,0.852,0.148,1,"[('medicine arrived hour', 0.5951), ('service', 0.2919), ('reaponse second', 0.1887), ('timer', 0.1626), ('impressed', 0.1355)]"
"Great experience, the doctor is very friendly and listens to our concern. They also gave the best suited medicine","great experience, the doctor is very friendly and listens to our concern. they also gave the best suited medicine",en,0.9152,0.0,0.576,0.424,1,"[('experience doctor friendly', 0.662), ('concern gave best', 0.4005), ('great experience', 0.3341), ('friendly listens', 0.2309), ('gave', 0.1089)]"
Helpful and easy,helpful and easy,en,0.6908,0.0,0.149,0.851,2,"[('helpful easy', 0.9304), ('helpful', 0.7808), ('easy', 0.5875)]"
"Good application, can help us anytime","good application, can help us anytime",en,0.6808,0.0,0.417,0.583,2,"[('application help anytime', 0.7978), ('good application', 0.6771), ('anytime', 0.3862), ('help', 0.2492), ('good', 0.1769)]"
Easy to find the medicine i need.,easy to find the medicine i need.,en,0.4404,0.0,0.674,0.326,1,"[('easy medicine need', 0.8087), ('medicine need', 0.6684), ('medicine', 0.5323), ('easy', 0.2758), ('need', 0.2449)]"
Very helful with professional Dokter,very helful with professional dokter,en,0.0,0.0,1.0,0.0,0,"[('helful professional dokter', 0.847), ('professional dokter', 0.8056), ('dokter', 0.632), ('professional', 0.4787), ('helful', 0.3351)]"
Extremely useful for the current situation. Fast affordable and hassle free. Good job! I cant believe the prescription is really affordable!!,extremely useful for the current situation. fast affordable and hassle free. good job! i cannot believe the prescription is really affordable!!,en,0.8825,0.0,0.637,0.363,1,"[('prescription really affordable', 0.6732), ('useful current', 0.2419), ('good job believe', 0.0907), ('hassle', 0.0702), ('free good', 0.0687)]"
like this app,like this application,en,0.3612,0.0,0.444,0.556,2,"[('like application', 0.8308), ('application', 0.6283), ('like', 0.444)]"
Very helpful app.,very helpful application.,en,0.4754,0.0,0.393,0.607,2,"[('helpful application', 0.8267), ('application', 0.6384), ('helpful', 0.566)]"
"Very helpful, fast delivery, if there ten star to rating this app, I will give it","very helpful, fast delivery, if there ten star to rating this application, i will give it",en,0.4754,0.0,0.829,0.171,1,"[('helpful fast delivery', 0.654), ('rating application', 0.5103), ('application', 0.4301), ('helpful', 0.3102), ('star', 0.2611)]"
"Fast response, good advice","fast response, good advice",en,0.4404,0.0,0.508,0.492,1,"[('response good advice', 0.7784), ('fast response good', 0.7532), ('advice', 0.5869), ('fast', 0.4526), ('good', 0.2052)]"
My first time using this app. I just returned to Indo after being in Oz for 8y. I missed how easy it is to get prescription and antibiotics here. It's extremely useful in this pandemic so we don't need to be physically present at the GP. I am impressed.,my first time using this application. i just returned to indo after being in oz for 8y. i missed how easy it is to get prescription and antibiotics here. it is extremely useful in this pandemic so we do not need to be physically present at the gp. i am impressed.,en,0.7902,0.039,0.798,0.163,1,"[('easy prescription', 0.5032), ('just returned indo', 0.4212), ('pandemic need physically', 0.262), ('oz 8y missed', 0.2452), ('time using application', 0.2359)]"
"Good Apps, help me much... 👍","good application, help me much...",en,0.6808,0.0,0.472,0.528,2,"[('good application help', 0.8181), ('good application', 0.709), ('application', 0.7048), ('help', 0.2749), ('good', 0.1299)]"
This is my first time consultation and I like it...,this is my first time consultation and i like it...,en,0.3612,0.0,0.783,0.217,1,"[('consultation like', 0.6775), ('consultation', 0.6505), ('time consultation', 0.4766), ('like', 0.1808), ('time', 0.0652)]"
Very helpful in emergency case good service,very helpful in emergency case good service,en,0.4818,0.223,0.311,0.466,1,"[('helpful emergency case', 0.7301), ('good service', 0.5059), ('emergency', 0.486), ('helpful', 0.4357), ('case good', 0.2936)]"
very fast response,very fast response,en,0.0,0.0,1.0,0.0,0,"[('fast response', 0.9311), ('fast', 0.6401), ('response', 0.6095)]"
Excellent app very proffessional doctors. First time using it and it was really helpful and pleasant being able to ask doctors.,excellent application very proffessional doctors. first time using it and it was really helpful and pleasant being able to ask doctors.,en,0.8849,0.0,0.635,0.365,1,"[('excellent application proffessional', 0.7332), ('ask doctors', 0.2979), ('excellent', 0.2037), ('pleasant able', 0.1322), ('using really', 0.1168)]"
"Cooperative, user-friendly, good service also numerous experienced doctors for certain diseases! Keep up the good work, Halodoc!","cooperative, user-friendly, good service also numerous experienced doctors for certain diseases! keep up the good work, halodoc!",en,0.8168,0.0,0.623,0.377,1,"[('numerous experienced doctors', 0.5678), ('work halodoc', 0.5203), ('cooperative user friendly', 0.41), ('good service', 0.3773), ('user', 0.1768)]"
Very good & helpful app,very good & helpful application,en,0.7397,0.0,0.324,0.676,2,"[('good helpful application', 0.9274), ('helpful application', 0.8724), ('application', 0.6948), ('good helpful', 0.4327), ('good', 0.1985)]"
This app is really helpful... Thank you,this application is really helpful... thank you,en,0.707,0.0,0.46,0.54,2,"[('application really helpful', 0.6837), ('application', 0.5411), ('really helpful thank', 0.5154), ('thank', 0.1894), ('really', 0.0557)]"
Useful and very helpful,useful and very helpful,en,0.7178,0.0,0.25,0.75,2,"[('useful helpful', 0.8901), ('useful', 0.7879), ('helpful', 0.7197)]"
Awesome way to get medicine for staffs without access to doctors. Just consult with doctor on app and medicine to be delivered to the patient,awesome way to get medicine for staffs without access to doctors. just consult with doctor on application and medicine to be delivered to the patient,en,0.6249,0.0,0.854,0.146,1,"[('medicine staffs access', 0.7227), ('way medicine', 0.4438), ('application', 0.262), ('just consult doctor', 0.2592), ('awesome way', 0.1688)]"
What a helpfull app,what a helpfull application,en,0.0,0.0,1.0,0.0,0,"[('helpfull application', 0.9291), ('application', 0.6819), ('helpfull', 0.5571)]"
Very good app..,very good application..,en,0.4927,0.0,0.385,0.615,2,"[('good application', 0.8415), ('application', 0.6482), ('good', 0.2832)]"
Good And Nice App,good and nice application,en,0.6908,0.0,0.26,0.74,2,"[('good nice application', 0.8877), ('nice application', 0.8181), ('application', 0.6882), ('good nice', 0.3137), ('good', 0.2779)]"
Very helpful. Thank you Halodoc.,very helpful. thank you halodoc.,en,0.707,0.0,0.338,0.662,2,"[('helpful thank halodoc', 0.9037), ('thank halodoc', 0.7356), ('halodoc', 0.611), ('helpful', 0.479), ('thank', 0.2571)]"
"Good doctor, nice explanation..","good doctor, nice explanation..",en,0.6908,0.0,0.26,0.74,2,"[('doctor nice explanation', 0.8155), ('good doctor', 0.731), ('doctor', 0.534), ('explanation', 0.3573), ('good', 0.2885)]"
I can't change the date of birth on a profile even though it's been repeated many times but it didn't work,i cannot change the date of birth on a profile even though it is been repeated many times but it did not work,en,0.0,0.0,1.0,0.0,0,"[('date birth profile', 0.7269), ('profile repeated', 0.5611), ('change date', 0.508), ('repeated', 0.1768), ('did work', 0.1757)]"
So far so good. Very helpfull app.,so far so good. very helpfull application.,en,0.6213,0.0,0.596,0.404,1,"[('good helpfull application', 0.67), ('far good helpfull', 0.4681), ('application', 0.4668), ('far good', 0.4225), ('far', 0.2057)]"
It force to detect your location. Privacy infringement !,it force to detect your location. privacy infringement !,en,-0.5255,0.298,0.702,0.0,-1,"[('location privacy infringement', 0.7587), ('detect location', 0.5156), ('privacy', 0.4832), ('location', 0.3511), ('force detect', 0.2143)]"
"Good apps, very useful","good application, very useful",en,0.7264,0.0,0.247,0.753,2,"[('good application useful', 0.9187), ('good application', 0.7893), ('useful', 0.5911), ('application', 0.5864), ('good', 0.1508)]"
So easy and simple,so easy and simple,en,0.4927,0.0,0.484,0.516,2,"[('easy simple', 0.8101), ('simple', 0.7194), ('easy', 0.682)]"
It's a great app. I can talk to the doctor and buy the meds anytime when I need it.,it is a great application. i can talk to the doctor and buy the meds anytime when i need it.,en,0.6249,0.0,0.814,0.186,1,"[('buy meds anytime', 0.6531), ('application talk', 0.28), ('doctor', 0.2079), ('anytime need', 0.1296), ('great', 0.0883)]"
Silent and fast...,silent and fast...,en,0.0,0.0,1.0,0.0,0,"[('silent fast', 0.8824), ('silent', 0.7375), ('fast', 0.5286)]"
First time use the app.. super fast.. excelent.. thank you,first time use the application.. super fast.. excelent.. thank you,en,0.7506,0.0,0.556,0.444,1,"[('application super fast', 0.7056), ('use application', 0.5132), ('excelent thank', 0.3487), ('time use', 0.2087), ('super', 0.1062)]"
"Easy to use, and very helpful during this #PSBB #pandemic situation","easy to use, and very helpful during this #psbb #pandemic situation",en,0.7178,0.0,0.6,0.4,1,"[('helpful psbb pandemic', 0.7835), ('easy use', 0.5557), ('helpful', 0.3875), ('psbb', 0.3875), ('situation', 0.2005)]"
"I order medicine for my father and they give me nothing. I don't know the cause, is it the apotek, the app or the driver. Just be careful when using this app. Update : the driver comes today and give me the medicine. Thanks for the assist and support !","i order medicine for my father and they give me nothing. i do not know the because, is it the apotek, the application or the driver. just be careful when using this application. update : the driver comes today and give me the medicine. thanks for the assist and support !",en,0.7574,0.0,0.863,0.137,1,"[('apotek application driver', 0.5606), ('order medicine father', 0.482), ('driver comes today', 0.2851), ('assist support', 0.1928), ('just careful using', 0.1413)]"
Respond cepat dan jelas.. thanks halodoc,respond cepat dan jelas.. thanks halodoc,en,0.4404,0.0,0.633,0.367,1,"[('respond cepat dan', 0.7356), ('thanks halodoc', 0.4905), ('jelas', 0.4411), ('respond', 0.373), ('thanks', 0.0564)]"
"Really helpful app, but can be better if the app also inform other things that can be purchase in the same store (after inform availability) so buyer can purchase more item that available (instead of trying the availbility combination one by one by updating the basket)","really helpful application, but can be better if the application also inform other things that can be purchase in the same store (after inform availability) so buyer can purchase more item that available (instead of trying the availbility combination one by one by updating the basket)",en,0.7092,0.0,0.882,0.118,1,"[('store inform availability', 0.6089), ('combination updating basket', 0.4877), ('application better application', 0.4209), ('buyer', 0.2418), ('instead trying', 0.0174)]"
Very helpful especially during this Covid-19 pandemic.,very helpful especially during this covid-19 pandemic.,en,0.4754,0.0,0.66,0.34,1,"[('helpful especially covid', 0.8291), ('pandemic', 0.4962), ('helpful', 0.44), ('especially', 0.1949), ('19', 0.0913)]"
Simple and friendly app help me alot during corona virus attact,simple and friendly application help me alot during corona virus attact,en,0.7096,0.0,0.604,0.396,1,"[('corona virus attact', 0.721), ('friendly application help', 0.5022), ('virus', 0.4119), ('help', 0.1796), ('alot', -0.0124)]"
Easy Convenient Fast,easy convenient fast,en,0.4404,0.0,0.408,0.592,2,"[('easy convenient fast', 1.0), ('easy convenient', 0.8205), ('convenient', 0.7056), ('fast', 0.6492), ('easy', 0.4876)]"
"Fast response, easy to use","fast response, easy to use",en,0.4404,0.0,0.58,0.42,1,"[('fast response easy', 0.8889), ('response', 0.4847), ('fast', 0.4559), ('use', 0.3562), ('easy', 0.3516)]"
