content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"User friendly, bold, lite and simple. Thank you","user friendly, bold, lite and simple. thank you",en,0.8074,0.0,0.376,0.624,2,user friendly bold
Helpful for someone who life nomade like me. At least I got suggestion what I need to do for my health,helpful for someone who life nomade like me. at least i got suggestion what i need to do for my health,en,0.6486,0.0,0.782,0.218,1,suggestion need health
"Simple, Helpful, fast response. Good job 👍","simple, helpful, fast response. good job",en,0.6908,0.0,0.513,0.487,1,helpful fast response
Sooooooo helpfulllllllll...love yeahhh,sooooooo helpfulllllllll...love yeahhh,en,0.0,0.0,1.0,0.0,0,sooooooo helpfulllllllll love
A very useful application and also a very helpful Haldoc Team.,a very useful application and also a very helpful haldoc team.,en,0.742,0.0,0.589,0.411,1,application helpful haldoc
"usefull app, easy, and of course very helpful.","usefull application, easy, and of course very helpful.",en,0.7178,0.0,0.5,0.5,1,usefull application easy
Helpfull for buying medicines,helpfull for buying medicines,en,0.0,0.0,1.0,0.0,0,helpfull buying medicines
"Nice app, fast n helpful response from doctors","nice application, fast n helpful response from doctors",en,0.6808,0.0,0.517,0.483,1,application fast helpful
Easy to use. The doctor helpful.,easy to use. the doctor helpful.,en,0.6908,0.0,0.412,0.588,2,easy use doctor
Very helpful App,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Simple to use. Good choice of doctor.,simple to use. good choice of doctor.,en,0.4404,0.0,0.674,0.326,1,good choice doctor
Really help and useful.,really help and useful.,en,0.7316,0.0,0.245,0.755,2,really help useful
So helpful in my first consultasion😭,so helpful in my first consultasion,en,-0.0018,0.235,0.531,0.234,-1,helpful consultasion
Fast & good service with the right medicine,fast & good service with the right medicine,en,0.4404,0.0,0.707,0.293,1,service right medicine
Fast respon and aimple,fast respon and aimple,en,0.0,0.0,1.0,0.0,0,fast respon aimple
Why map is often innacurrate? Please fix this issue.,why map is often innacurrate? please fix this issue.,en,0.3182,0.0,0.777,0.223,1,map innacurrate fix
This is helpful,this is helpful,en,0.4215,0.0,0.417,0.583,2,helpful
This aplication is good. Cam be applied everywhere...anytime... Keep develope for a better services...,this aplication is good. cam be applied everywhere...anytime... keep develope for a better services...,en,0.7003,0.0,0.674,0.326,1,aplication good cam
"Very helpful apps, but the doctor always asking ""does the information/consultation is enough?"", it makes consultation in rush","very helpful application, but the doctor always asking ""does the information/consultation is enough?"", it makes consultation in rush",en,0.2609,0.0,0.893,0.107,1,application doctor asking
Love this app,love this application,en,0.6369,0.0,0.323,0.677,2,application
"Good apps and fast response, connected with gojek apps","good application and fast response, connected with gojek application",en,0.4404,0.0,0.734,0.266,1,connected gojek application
Nice... very helpful😊,nice... very helpful,en,0.9036,0.0,0.247,0.753,2,nice helpful
Fast and reliable,fast and reliable,en,0.0,0.0,1.0,0.0,0,fast reliable
"Convenience apps, 24hr services however the availability of the prescription drugs is depend on the drug store, so sometimes you got partial delivery on 1 order or you need to re order the un available drug","convenience application, 24hr services however the availability of the prescription drugs is depend on the drug store, so sometimes you got partial delivery on 1 order or you need to re order the un available drug",en,0.0,0.0,1.0,0.0,0,order available drug
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
"The doctor said to send picture of my throat, sent it but no response until the chat ended","the doctor said to send picture of my throat, sent it but no response until the chat ended",en,-0.4215,0.141,0.859,0.0,-1,picture throat sent
Its so helpful :),its so helpful :),en,0.7485,0.0,0.239,0.761,2,helpful
"Good experience, no need to wait so long. Just go home then the medicine sent home.","good experience, no need to wait so long. just go home then the medicine sent home.",en,0.1779,0.115,0.733,0.152,1,medicine sent home
Really really helpful when you can't even move an inch from your bed 😁,really really helpful when you cannot even move an inch from your bed,en,0.7485,0.0,0.715,0.285,1,helpful inch bed
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Very much in love,very much in love,en,0.6666,0.0,0.402,0.598,2,love
It's very helpful,it is very helpful,en,0.4754,0.0,0.393,0.607,2,helpful
Very useful app,very useful application,en,0.4927,0.0,0.385,0.615,2,useful application
Really helpful. Thank you,really helpful. thank you,en,0.707,0.0,0.254,0.746,2,really helpful thank
The best solution😊,the best solution,en,0.91,0.0,0.242,0.758,2,best solution
"Simple, user friendly, helpfull and usefull","simple, user friendly, helpfull and usefull",en,0.4939,0.0,0.61,0.39,1,friendly helpfull usefull
This is worth it for me.,this is worth it for me.,en,0.2263,0.0,0.725,0.275,1,worth
"Very fast, easy and accurate","very fast, easy and accurate",en,0.4902,0.0,0.557,0.443,1,fast easy accurate
"Good,very useful app","good,very useful application",en,0.4404,0.0,0.408,0.592,2,good useful application
"Very helpful, you can get a consultation when you are unavailable to visit the doctor. And they will give you some diagnostic and prescription to make you feel better. Furthermore, if they think you are worse of the diagnosis, they will ask you to go to hospital for more examination.","very helpful, you can get a consultation when you are unavailable to visit the doctor. and they will give you some diagnostic and prescription to make you feel better. furthermore, if they think you are worse of the diagnosis, they will ask you to go to hospital for more examination.",en,0.4391,0.055,0.838,0.107,1,diagnosis ask hospital
"Very usefull, keep it up 👍","very usefull, keep it up",en,0.0,0.0,1.0,0.0,0,usefull
Best service and very profesional,best service and very profesional,en,0.6369,0.0,0.488,0.512,2,best service profesional
Nice n very helpful,nice n very helpful,en,0.7089,0.0,0.253,0.747,2,nice helpful
Veryyy fast respon,veryyy fast respon,en,0.0,0.0,1.0,0.0,0,veryyy fast respon
Fast respon n friendly thx,fast respon n friendly thanks,en,0.6908,0.0,0.345,0.655,2,fast respon friendly
"Its a good app and this helpful,thankyou so much","its a good application and this helpful,thankyou so much",en,0.4404,0.0,0.734,0.266,1,application helpful thankyou
"Soooooo helpfull! Im so thankful with this app! Im rarely giving review or rate for another app but HALODOC is awesome. Help me in every situation, delivering me medicine even when it's late night already 😭 and it's FREE consultation, sometimes free delivery too. Oh i love halodoc so damn huhuuuuuuu ♥","soooooo helpfull! i am so thankful with this application! i am rarely giving review or rate for another application but halodoc is awesome. help me in every situation, delivering me medicine even when it is late night already and it is free consultation, sometimes free delivery too. oh i love halodoc so damn huhuuuuuuu",en,0.9834,0.108,0.504,0.388,1,application halodoc
This app is very helpful.. Good app.. 👍,this application is very helpful.. good application..,en,0.7408,0.0,0.527,0.473,1,helpful good application
Very helpful in case of emergency from sickness,very helpful in case of emergency from sickness,en,0.1263,0.222,0.513,0.265,1,emergency sickness
Very helpful thank you halodoc,very helpful thank you halodoc,en,0.707,0.0,0.338,0.662,2,helpful thank halodoc
Good apps for consult your health,good application for consult your health,en,0.4404,0.0,0.633,0.367,1,application consult health
Good Experience. Really Easy to Use.,good experience. really easy to use.,en,0.7264,0.0,0.396,0.604,2,really easy use
Doctors response very fast,doctors response very fast,en,0.0,0.0,1.0,0.0,0,doctors response fast
"Helpfull, good application, good doctor ❤","helpfull, good application, good doctor",en,0.875,0.0,0.286,0.714,2,application good doctor
Its really helpfull and easy to use.,its really helpfull and easy to use.,en,0.4877,0.0,0.655,0.345,1,helpfull easy use
"Dokter anak, dr christine lister very recommended...terimakasih halodoc...","dokter anak, dr christine lister very recommended...terimakasih halodoc...",en,0.0,0.0,1.0,0.0,0,recommended terimakasih halodoc
truly helpful app,truly helpful application,en,0.6908,0.0,0.149,0.851,2,truly helpful application
Helpful and practical ❤️,helpful and practical,en,0.4215,0.0,0.588,0.412,1,helpful practical
"Very help, but sometimes limited time, make limited solution, result is not completed advice.","very help, but sometimes limited time, make limited solution, result is not completed advice.",en,0.0635,0.239,0.509,0.252,1,make limited solution
Good application and help people alot,good application and help people alot,en,0.6808,0.0,0.417,0.583,2,application help people
