content,clean_emoji,language,compound,neg,neu,pos,vader_rating
"What an useful apps, thank you, really help me out to ensure our healty problem","what an useful application, thank you, really help me out to ensure our healty problem",en,0.807,0.114,0.422,0.464,1
not really helpful for me (?),not really helpful for me (?),en,-0.3713,0.338,0.662,0.0,-1
helpful & useful,helpful & useful,en,0.6908,0.0,0.149,0.851,2
very good app,very good application,en,0.4927,0.0,0.385,0.615,2
very good! the doctors there are so polite!,very good! the doctors there are so polite!,en,0.5827,0.0,0.65,0.35,1
the best application i have,the best application i have,en,0.6369,0.0,0.488,0.512,2
when i type my city ..there is no information about my city..all of the city there is in indonesia,when i type my city ..there is no information about my city..all of the city there is in indonesia,en,-0.296,0.109,0.891,0.0,-1
ngebantu bgt sich app ini,ngebantu bgt sich application ini,en,0.0,0.0,1.0,0.0,0
good app very useful,good application very useful,en,0.7264,0.0,0.247,0.753,2
very useful and easy to use,very useful and easy to use,en,0.7474,0.0,0.386,0.614,2
Good apps 😍👍,good application,en,0.7096,0.0,0.504,0.496,1
Chat feature for Dokter Umum is very quick response.,chat feature for dokter umum is very quick response.,en,0.0,0.0,1.0,0.0,0
Meet doctors with no time and distance limits,meet doctors with no time and distance limits,en,-0.296,0.239,0.761,0.0,-1
Useful and helpful,useful and helpful,en,0.6908,0.0,0.149,0.851,2
very nice apps! respon dokter2nya cepat. saya suka!,very nice application! respon dokter2nya cepat. saya suka!,en,0.5686,0.0,0.656,0.344,1
Doctor very detail in asking before they diagnose our sick. And also they give quite detail information for us as a first aid.,doctor very detail in asking before they diagnose our sick. and also they give quite detail information for us as a first aid.,en,-0.5106,0.13,0.87,0.0,-1
"nice app with nice doctors, help you to get a bigger picture of your problem without having to go to the doctor, this really helps","nice application with nice doctors, help you to get a bigger picture of your problem without having to go to the doctor, this really helps",en,0.8173,0.08,0.59,0.33,1
GRATIS YOUR ASS!!,gratis your ass!!,en,-0.5972,0.65,0.159,0.191,-2
this is the Best one,this is the best one,en,0.6369,0.0,0.488,0.512,2
"since i updated the application ,i couldn't chat with the doctor,please help me because this app help me a lot","since i updated the application ,i could not chat with the doctor,please help me because this application help me a lot",en,0.6597,0.0,0.769,0.231,1
Alodokter is the best,alodokter is the best,en,0.6369,0.0,0.417,0.583,2
easy to use and helpfull,easy to use and helpfull,en,0.4404,0.0,0.58,0.42,1
very helpful. thank you.,very helpful. thank you.,en,0.707,0.0,0.254,0.746,2
great app and docs,great application and docs,en,0.6249,0.0,0.423,0.577,2
So help me...,so help me...,en,0.4576,0.0,0.401,0.599,2
"Hopefully this application will be very useful for me, I am just now downloaded & start to use it, so I I will see,,,,,,,,,,,,","hopefully this application will be very useful for me, i am just now downloaded & start to use it, so i i will see,,,,,,,,,,,,",en,0.7089,0.0,0.789,0.211,1
really help apps,really help application,en,0.4576,0.0,0.401,0.599,2
help me a lot,help me a lot,en,0.4019,0.0,0.526,0.474,1
I'd pay extra 15k IDR to consul here than in halodoc.,i would pay extra 15k idr to consul here than in halodoc.,en,-0.1027,0.123,0.877,0.0,-1
Help me so much,help me so much,en,0.4019,0.0,0.526,0.474,1
Good app. Really helpfull. Easy to used. Recommended.,good application. really helpfull. easy to used. recommended.,en,0.7832,0.0,0.388,0.612,2
it is so usefull,it is so usefull,en,0.0,0.0,1.0,0.0,0
"Hi Dok, i have a few question to ask as my sis having a discharge for 3 week beside, while urine its pain and discharge smell","hi dok, i have a few question to ask as my sis having a discharge for 3 week beside, while urine its pain and discharge smell",en,-0.5106,0.117,0.883,0.0,-1
"helpful, good apps,","helpful, good application,",en,0.6908,0.0,0.149,0.851,2
"I love this app , and very helpful ..","i love this application , and very helpful ..",en,0.807,0.0,0.49,0.51,2
"top, easy to use and pay","top, easy to use and pay",en,0.5106,0.154,0.33,0.516,2
this is so good,this is so good,en,0.5777,0.0,0.445,0.555,2
Verry Good Health App,verry good health application,en,0.4404,0.0,0.508,0.492,1
"A good application to have a chat with doctors and make an appointment. please add a feature to save patient informations, hence we don't need to key in everytime we want to make an appointment. it's very tiring to input the patient details (especially KTP and address) everytime!","a good application to have a chat with doctors and make an appointment. please add a feature to save patient informations, hence we do not need to key in everytime we want to make an appointment. it is very tiring to input the patient details (especially ktp and address) everytime!",en,0.8398,0.0,0.815,0.185,1
its really help me,its really help me,en,0.4576,0.0,0.501,0.499,1
being abroad and still could consult with the doctor. it's really useful. thank you dok,being abroad and still could consult with the doctor. it is really useful. thank you dok,en,0.7159,0.0,0.685,0.315,1
"The free chat with general doctors is quite helpful. Hope there will be a feature for free chat with specialist doctors too. There's charge fee for chats with specialist doctors and how do we pay for it if we didn't use any credit card. It is better to provide helpdesk for sort this out, like giving options for payments method other than using card 9r transfer v8a bank account.","the free chat with general doctors is quite helpful. hope there will be a feature for free chat with specialist doctors too. there is charge fee for chats with specialist doctors and how do we pay for it if we did not use any credit card. it is better to provide helpdesk for sort this out, like giving options for payments method other than using card 9r transfer v8a bank account.",en,0.9523,0.043,0.712,0.245,1
"i don't recomended this app, cause every answer can't read","i do not recomended this application, because every answer cannot read",en,0.0,0.0,1.0,0.0,0
"easy apps, nice & warm doctor.. luv this app so much","easy application, nice & warm doctor.. love this application so much",en,0.765,0.0,0.513,0.487,1
for emergency soooo much helpfull thankyou,for emergency soooo much helpfull thankyou,en,-0.3818,0.342,0.658,0.0,-1
great apps really helpful,great application really helpful,en,0.8016,0.0,0.218,0.782,2
best app ever!!,best application ever!!,en,0.6988,0.0,0.295,0.705,2
good app for help us knowing about medical problem.,good application for help us knowing about medical problem.,en,0.4404,0.189,0.42,0.392,1
this app very help me for solving my problem.. first step before go to the clinic.. highly recommended,this application very help me for solving my problem.. first step before go to the clinic.. highly recommended,en,0.584,0.112,0.579,0.31,1
aplikasinya sangat membantu... trims alodokter the application is very helpful ... thanks doctor,aplikasinya sangat membantu... trims alodokter the application is very helpful ... thanks doctor,en,0.7397,0.0,0.637,0.363,1
Easy to use. Straightforward 👍,easy to use. straightforward,en,0.4404,0.0,0.633,0.367,1
Good app and helpful,good application and helpful,en,0.6908,0.0,0.26,0.74,2
Very good and helpful,very good and helpful,en,0.7397,0.0,0.242,0.758,2
this app really helps you when you're in a situation that you're not able to go to a doctor. all of the doctors are fast response and really helpful.,this application really helps you when you are in a situation that you are not able to go to a doctor. all of the doctors are fast response and really helpful.,en,0.7172,0.0,0.819,0.181,1
good alodokter successful for all,good alodokter successful for all,en,0.7717,0.0,0.309,0.691,2
nice app.... got more information from chat with the doctor.... everyone should you it,nice application.... got more information from chat with the doctor.... everyone should you it,en,0.4215,0.0,0.823,0.177,1
helpfull app. firendly interface and feature.,helpfull application. firendly interface and feature.,en,0.0,0.0,1.0,0.0,0
"Great app, good job","great application, good job",en,0.7906,0.0,0.222,0.778,2
"good app..I can chat with doctor about my condition, before I decide to go to hospital or not. they are all friendly and helpful","good application..i can chat with doctor about my condition, before i decide to go to hospital or not. they are all friendly and helpful",en,0.836,0.0,0.702,0.298,1
"Realy helpful app, connecting patients and doctor through app in a real time chat,","realy helpful application, connecting patients and doctor through application in a real time chat,",en,0.4215,0.0,0.823,0.177,1
Unable to make new account over and over again,unable to make new account over and over again,en,0.0,0.0,1.0,0.0,0
"this app doesnt even work for me, it wont sign up, its real bad.","this application does not even work for me, it will not sign up, its real bad.",en,-0.5423,0.212,0.788,0.0,-1
One word : Brilliant..,one word : brilliant..,en,0.5859,0.0,0.441,0.559,2
is very helpful,is very helpful,en,0.4754,0.0,0.393,0.607,2
"helpful, midnight consulting. sleep well","helpful, midnight consulting. sleep well",en,0.5994,0.0,0.38,0.62,2
love this one,love this one,en,0.6369,0.0,0.323,0.677,2
"not worth it that i pay money for consulting here the doctor doesn't even seem to care, reply my messages 15 mins later and suddenly my session is over smh","not worth it that i pay money for consulting here the doctor does not even seem to care, reply my messages 15 mins later and suddenly my session is over smh",en,-0.0428,0.155,0.752,0.093,-1
"fast respond, and very helpful for me. thank you","fast respond, and very helpful for me. thank you",en,0.6801,0.0,0.556,0.444,1
Goodness that helps many people. May Allah give you abundant rewards. 😇,goodness that helps many people. may allah give you abundant rewards.,en,0.8934,0.0,0.485,0.515,2
