content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
At first i thought this is good apps with a good answear from a good doctor. Until somebody call my number and they know from this app. Almost everyday,at first i thought this is good application with a good answear from a good doctor. until somebody call my number and they know from this application. almost everyday,en,0.8402,0.0,0.714,0.286,1,thought good application
Fast response. Thank you.,fast response. thank you.,en,0.3612,0.0,0.545,0.455,1,fast response thank
This app is good and very help,this application is good and very help,en,0.7089,0.0,0.459,0.541,2,application good help
"They didnt reply my chat session with the doctor for about 2 hrs, and then suddenly they send me a notification telling me that my session is over.","they did not reply my chat session with the doctor for about 2 hrs, and then suddenly they send me a notification telling me that my session is over.",en,0.0,0.0,1.0,0.0,0,chat session doctor
This apps sooo useful,this application sooo useful,en,0.4404,0.0,0.508,0.492,1,application sooo useful
Very usefull apps,very usefull application,en,0.0,0.0,1.0,0.0,0,usefull application
Good answer from the doctor,good answer from the doctor,en,0.4404,0.0,0.58,0.42,1,good answer doctor
I got the answers asap with the docs. Love it.,i got the answers as soon as possible with the docs. love it.,en,0.6369,0.0,0.682,0.318,1,docs love
"Save my life, Thank you Alodokter, real Super app kesehatan","save my life, thank you alodokter, real super application kesehatan",en,0.8625,0.0,0.422,0.578,2,super application kesehatan
Great app.. thanks,great application.. thanks,en,0.7906,0.0,0.125,0.875,2,great application thanks
"Respon cepat ,thx dokter","respon cepat ,thanks dokter",en,0.3612,0.0,0.545,0.455,1,cepat thanks dokter
This is awesome i can talk and ask with doctor no need to visit,this is awesome i can talk and ask with doctor no need to visit,en,0.4404,0.12,0.656,0.224,1,doctor need visit
Affordable and accessible. Great.,affordable and accessible. great.,en,0.6249,0.0,0.423,0.577,2,affordable accessible great
fast respon and good,fast respon and good,en,0.4404,0.0,0.508,0.492,1,fast respon good
"What an useful apps, thank you, really help me out to ensure our healty problem","what an useful application, thank you, really help me out to ensure our healty problem",en,0.807,0.114,0.422,0.464,1,useful application thank
not really helpful for me (?),not really helpful for me (?),en,-0.3713,0.338,0.662,0.0,-1,helpful
helpful & useful,helpful & useful,en,0.6908,0.0,0.149,0.851,2,helpful useful
very good app,very good application,en,0.4927,0.0,0.385,0.615,2,good application
very good! the doctors there are so polite!,very good! the doctors there are so polite!,en,0.5827,0.0,0.65,0.35,1,good doctors polite
the best application i have,the best application i have,en,0.6369,0.0,0.488,0.512,2,best application
when i type my city ..there is no information about my city..all of the city there is in indonesia,when i type my city ..there is no information about my city..all of the city there is in indonesia,en,-0.296,0.109,0.891,0.0,-1,city city indonesia
ngebantu bgt sich app ini,ngebantu bgt sich application ini,en,0.0,0.0,1.0,0.0,0,ngebantu bgt sich
good app very useful,good application very useful,en,0.7264,0.0,0.247,0.753,2,good application useful
very useful and easy to use,very useful and easy to use,en,0.7474,0.0,0.386,0.614,2,useful easy use
Good apps 😍👍,good application,en,0.7096,0.0,0.504,0.496,1,good application
Chat feature for Dokter Umum is very quick response.,chat feature for dokter umum is very quick response.,en,0.0,0.0,1.0,0.0,0,chat feature dokter
Meet doctors with no time and distance limits,meet doctors with no time and distance limits,en,-0.296,0.239,0.761,0.0,-1,meet doctors time
Useful and helpful,useful and helpful,en,0.6908,0.0,0.149,0.851,2,useful helpful
very nice apps! respon dokter2nya cepat. saya suka!,very nice application! respon dokter2nya cepat. saya suka!,en,0.5686,0.0,0.656,0.344,1,application respon dokter2nya
Doctor very detail in asking before they diagnose our sick. And also they give quite detail information for us as a first aid.,doctor very detail in asking before they diagnose our sick. and also they give quite detail information for us as a first aid.,en,-0.5106,0.13,0.87,0.0,-1,asking diagnose sick
"nice app with nice doctors, help you to get a bigger picture of your problem without having to go to the doctor, this really helps","nice application with nice doctors, help you to get a bigger picture of your problem without having to go to the doctor, this really helps",en,0.8173,0.08,0.59,0.33,1,application nice doctors
GRATIS YOUR ASS!!,gratis your ass!!,en,-0.5972,0.65,0.159,0.191,-2,gratis ass
this is the Best one,this is the best one,en,0.6369,0.0,0.488,0.512,2,best
"since i updated the application ,i couldn't chat with the doctor,please help me because this app help me a lot","since i updated the application ,i could not chat with the doctor,please help me because this application help me a lot",en,0.6597,0.0,0.769,0.231,1,application chat doctor
Alodokter is the best,alodokter is the best,en,0.6369,0.0,0.417,0.583,2,alodokter best
easy to use and helpfull,easy to use and helpfull,en,0.4404,0.0,0.58,0.42,1,easy use helpfull
very helpful. thank you.,very helpful. thank you.,en,0.707,0.0,0.254,0.746,2,helpful thank
great app and docs,great application and docs,en,0.6249,0.0,0.423,0.577,2,great application docs
So help me...,so help me...,en,0.4576,0.0,0.401,0.599,2,help
"Hopefully this application will be very useful for me, I am just now downloaded & start to use it, so I I will see,,,,,,,,,,,,","hopefully this application will be very useful for me, i am just now downloaded & start to use it, so i i will see,,,,,,,,,,,,",en,0.7089,0.0,0.789,0.211,1,hopefully application useful
really help apps,really help application,en,0.4576,0.0,0.401,0.599,2,really help application
help me a lot,help me a lot,en,0.4019,0.0,0.526,0.474,1,help lot
I'd pay extra 15k IDR to consul here than in halodoc.,i would pay extra 15k idr to consul here than in halodoc.,en,-0.1027,0.123,0.877,0.0,-1,idr consul halodoc
Help me so much,help me so much,en,0.4019,0.0,0.526,0.474,1,help
Good app. Really helpfull. Easy to used. Recommended.,good application. really helpfull. easy to used. recommended.,en,0.7832,0.0,0.388,0.612,2,application really helpfull
it is so usefull,it is so usefull,en,0.0,0.0,1.0,0.0,0,usefull
"Hi Dok, i have a few question to ask as my sis having a discharge for 3 week beside, while urine its pain and discharge smell","hi dok, i have a few question to ask as my sis having a discharge for 3 week beside, while urine its pain and discharge smell",en,-0.5106,0.117,0.883,0.0,-1,having discharge
"helpful, good apps,","helpful, good application,",en,0.6908,0.0,0.149,0.851,2,helpful good application
"I love this app , and very helpful ..","i love this application , and very helpful ..",en,0.807,0.0,0.49,0.51,2,application helpful
"top, easy to use and pay","top, easy to use and pay",en,0.5106,0.154,0.33,0.516,2,easy use pay
this is so good,this is so good,en,0.5777,0.0,0.445,0.555,2,good
Verry Good Health App,verry good health application,en,0.4404,0.0,0.508,0.492,1,good health application
"A good application to have a chat with doctors and make an appointment. please add a feature to save patient informations, hence we don't need to key in everytime we want to make an appointment. it's very tiring to input the patient details (especially KTP and address) everytime!","a good application to have a chat with doctors and make an appointment. please add a feature to save patient informations, hence we do not need to key in everytime we want to make an appointment. it is very tiring to input the patient details (especially ktp and address) everytime!",en,0.8398,0.0,0.815,0.185,1,application chat doctors
its really help me,its really help me,en,0.4576,0.0,0.501,0.499,1,really help
being abroad and still could consult with the doctor. it's really useful. thank you dok,being abroad and still could consult with the doctor. it is really useful. thank you dok,en,0.7159,0.0,0.685,0.315,1,abroad consult doctor
"The free chat with general doctors is quite helpful. Hope there will be a feature for free chat with specialist doctors too. There's charge fee for chats with specialist doctors and how do we pay for it if we didn't use any credit card. It is better to provide helpdesk for sort this out, like giving options for payments method other than using card 9r transfer v8a bank account.","the free chat with general doctors is quite helpful. hope there will be a feature for free chat with specialist doctors too. there is charge fee for chats with specialist doctors and how do we pay for it if we did not use any credit card. it is better to provide helpdesk for sort this out, like giving options for payments method other than using card 9r transfer v8a bank account.",en,0.9523,0.043,0.712,0.245,1,chats specialist doctors
"i don't recomended this app, cause every answer can't read","i do not recomended this application, because every answer cannot read",en,0.0,0.0,1.0,0.0,0,application answer read
"easy apps, nice & warm doctor.. luv this app so much","easy application, nice & warm doctor.. love this application so much",en,0.765,0.0,0.513,0.487,1,easy application nice
