content,score
Sangat membantu,5
Sangat membantu,5
"Sangat membantu, apalagi sekarang sudah bekerja sama dengan Gojek",5
Easy way to consult with doctor and get medicine we need.,5
"Layanan terbaik. Cepat, alurat, dan sigap.",5
"Sesat!!!! Terinfo jam 11 untuk vaksin, ternyata sudah dr jam 9 dan jam 11 malah istirahat.. app bego :( Dan lokasi yang di pin di aplikasi ini salah !!!!",1
Helpful when you at home and need a doctor,5
Test PCR komitmen 1x24 jam ternyata 2 hari baru muncul.,2
Good apps,5
"Domisili di Bali, beli obat paket B Avigan untuk pasien covid di kirim dari Sidoarjo. Gak sekalian lain kali kirim dari Sabang Aceh atau Manokwari aja. Kurang jauh soal nya. Pakai halo doc dari zaman halo doc belom terkenal sampai sekarang, gak akan lagi pakai halo doc, dan Gw akan rekomen orang-orang untuk gak akan pakai halo doc. Investors halo doc itu dari group astra dan telkom, gw lepas saham-saham astra dan telkom Gw senin depan. Semoga ke depan gak dapat suntikan pendanaan lagi.",1
Aplikasinya mudah digunakan. Dokter2nya cepat dalam respon dan menjawab pertanyaan.,5
Amazing!,5
Halodoc makes life so much easier. Thank you 🙏🏼,5
Cannot connect with Ethernet. Berhenti menginstruksikan aplikasi untuk hanya menggunakan WiFi dan data. Tidak ada aplikasi lain di ponsel yang bermasalah.,3
"Udah bayar untuk konsultasi,, malah gak ada yang jawab. Kampretttt !!!",1
Ehh mau nipu lo ... ??? Anak gw sakit udah sampe sginunya gw pesan obat malah udah nunggu lama lo batalin se enaknya ongkosnya pun lo tidak kembalikan... App nipu,1
Praktis !!!,5
"Sangat baik, dokternya ramah, bikin janji juga gampang, dan pengiriman obat juga cepat",5
CEPATTTTTTTT NYAMPEEEEEEEE,5
"Good apps, very helpful in current situation",5
Best apps,5
Very helpfull,5
Sangat membantu,5
Better than before,4
"Dokternya responsive banget, dan sarannya bagus banget bikin nggak khawatir lagi. Terima kasih ya dok",5
This app has grown for the better in the years i had since first saw i launch! Fantastic! Recommended!!,5
"Membantu sekali apalagi saat pandemi kita takut dtng ke RS, Halodoc sangat solutif",5
User friendly.. dan cepat responsenya,5
Membantu sekali dimasa covid ini,5
Very helpful,5
Terible,1
Memudahkan untuk kobsultasi penyakit bergejala ringan,5
Works well with my insurance,5
"Biasanya hanya beli obat aja. Tp ketika art +, layanan telemedisin nya sangat membantu. Keep up the good work",5
"Oke sih, paling mungkin saya doakan dokter²nya sabar untuk pasien² yang gaptek",5
"kesalahan dokter memberikan keterangan diagnosa dan salah tulis obat pada resep, tp oleh sistem saya terhitung 2x konsultasi padahal cm 1x sehingga tdk bs membeli obat di hari yg sama dengan tanggungan asuransi. sangat kecewa sebagai pasien. sudah menghubungi CS tp percuma tetap tidak membantu. resep obat yang bisa dibayar dgn asuransi adalah resep yg salah sedangkan resep yg sesuai tdk tercover pd sistem halodoc. tolong tingkatkan lagi kualitas sistemnya , sy baru cb pertama kali lsg kecewa.",1
"Layanan lancar, dokternya oke.",5
Kok dokternya suka ngasih resep sihh?,5
Mudah jelas & membantu,5
mantab & bermanfaat,5
Connect sm asuransi kantor jadi tinggal bayar selisihnya saja. Mantap,5
Very helpful for me.,5
simple and easy to use,5
good response,5
"Saya menyesal menggunakan aplikasi halodoc untuk vaksinasi booster, saya datang pagi dan dinyatakan vaksin sudah habis, kalo gt ga perlu reservasi dan saya sudah cuti untuk melakukan ini. Aplikasi yang sangat buruk.",1
Excellent,5
respon yg baik,5
Easy,5
Helpfull,5
Sangat memudahkan dan membantu,5
Sangat bermanfaat 👍🏼,5
Sangat membantu saat kita tidak bsa keluar rumah,5
Dokternya sangat sabar dalam memberikan informasi juga,5
Bagus,5
Good,5
Konsul dgn dokter sangat membantu. Dokternya ramah & responsif,5
Membantu banget di saat darurat,5
Mantaf..cepet sampai..sangat menolong sekali,5
Helpful Apps Thanks,5
Ok,5
Sangat membantu ketika urgent ..,5
Obat sampe dengan selamat...secara seharian telfonin ke rs2 langganan dan apotik2 ..obat yg d cari kosong. Alhamdulilah lewat halo doc obat tersedia ..mantapp,5
Layanan baik dan bermanfaat,5
"Halodoc ini gimana. Udah bayar dokter yang tersedia buat konsultasi, pas udah bayar malah dibilang dokter tidak tersedia. Trus uangnya ga langsung balik, nunggu sampe 5 hari kerja. Udah ganti pesan sampe 4 Dokter begitu terus. Udah berapa tuh uang masuk, ga bisa langsung balik",1
Ux nya terasa nyaman,5
Sangat membantu,5
Good advise and reasonable,5
Very simple,5
Sanga memudahkan utk konsultasi dokter segera. No antri2. Alhamdulillah,5
Utk Dokter Fauzia jempol Luarbiasa,5
..terbantu saat melakukan isoman...,5
Sangat bermanfaat,5
Helpfull,5
Dokternya baik menangani pasien,5
"Sangat membantu, respon cepat",5
Quick action in answer symptoms problem,5
Helpfull and super simple.. The Best..,5
Sebaiknya bisa review dokternya.,3
"Got the worst experience of contact the agent via live chat. Extra note: halodoc doesn't have commitment to solve customer's problem although if it's their mistake. I need to chat CS several times and none of their answers ease me. Btw i just need refund and after several chat i asked when they would refund my money, they finally gave me answer and it took almost 10 DAYS JUST TO REFUND Rp100.000. Unbelievable.",1
The best,5
All good. Fast and cheap,5
Good,5
"cakepppp, berguna nih aplikasi",5
Good job,5
Good services,5
"Dokter resposive, apps kesehatan yg praktis. Sangat membantu",5
"Aplikasi yg sangat membantu, berkah selalu utk tim halodoc...",5
"Saya sudah transaksi paket sehat sebesar 39.000, tapi kenapa tidak bisa digunakan? Saya sudah mencoba email dan DM lewat Instagram tapi respon begitu lambat.",1
"Buat saya yg mobilitas terbatas apalagi ditengah pandemi, halodoc sangat2 berguna. Coba dikembangkan lagi app nya agar bisa memberi tip kurir yg antar obat (semisal antarnya ke apartemen yg ada biaya parkir masuk dan pasien ny bener2 gakbisa ambil obat lsg karena sedang sakit atau gak ada cash buat ganti uang parkir masuk) agar semua bisa 100 persen lewat app saja. Terimakasih dan sukses terus buat app ini dan semua yg tergabung di app ini.",5
Best app to buy medicine cepat dan gampang.. recommended buat kalian yang butuh obat dengan cepat.. Tips : jangan pernah pake app klik24 untuk beli obat.. aplikasi ga guna,5
sangat sulit untuk refund saya sudah nunggu selama 1 bulan lebih tapi jawabannya cuma sedang di konfirmasi dengan tim kami atau sendang di koordinasikan dengan tim kami tolong ke jelasannya untuk masalah refund.,1
Sangat membantu,5
Good so far,5
Appsnya sangat membantu sekali,4
"Nice, tp lebih bagus lg kalau ada feature cek driver udh sampe mana",5
Sangat membantu.,5
"A little bit buggy, can be better",5
Sangat membantu saat menebus resep obat isoman yang bukan dari paket kemenkes,5
mantap murah,5
"Very bad app, I need to meet with the doctor immediately caused I got Omicron, but after checkout my payment are failed several times. I need doctor immediately bruhh ! You can't play with patients with serious illness.",1
Sayangnya belum ada kerja sama dengan BPJS terkait biaya obat,5
Nice.. easy to use,5
sangat membantu,5
Great value & easy interface,5
"Very very useful, especially in this pandemic time",5
Udh 2x nyoba konsultasi . Alhamdulillaj skrg semuanya bisa dipermudah scr online,5
"awesome app, easy to use",5
Mantabs,5
Sgt membantu,5
"Sistem suka membatalkan otomatis, dan biaya lama sekali direfund",1
Sangat membantu telemedicin,5
It is always HelpFull apps specially with this CoVid condition and the Doctors are ready and friendly..thank Halodoc,5
Aplikasi yang sangat membantu apalagi di masa pandemi seperti ini. Terima kasih Halodoc 🥰🥰🙏🏻🙏🏻,5
So helpful apps.,5
Sangat membantu pasien yg dirumah,5
Very Helpful apps especially during this pandemic so I don't have to go outside to buy any medicine,5
SANGAT MEMBANTU SEKALI..,5
Sangat membantu saat kita terkena covid dan tdk semua obat tersedia di semua apotik.,5
"Sangat membantu, mudah",5
Fast respond dan akurat,5
Keren,5
Sangat membantu yang sedang isoman,5
Selalu terbantu akan aplikasi ini,5
Mudah digunakan dan responnya cepat. Tks,5
Mudah dan lancarrr,5
Sangat membantu sekali dalam pembelian obat.,5
Great repond from the doctor,5
"Sistem aneh. Lokasi pesan di Ciputat, dapat Apotik di Kramat Jati. Sudah sampai hubungi CS by phone tetap tidak bisa cancel. Kasihan driver woy. Jauh begitu, ongkos cuma 20ribu. Saya juga jadi rugi waktu untuk menunggu obat. Dan kasih tips tambahan untuk Driver.",1
Ok,5
Dokternya ramah-ramah dan suka sekali dengan penjelasannya yg detail.,5
Very good,5
Sangat membantu sekali,5
Good,5
Aplikasinya bagus. Tapi kadang beberapa transaksi gagal. Cancel by system padahal udah payment. Nunggu refund ke rekening lama banget klo pake metode pembayaran nya pake card. Tapi aku berterima kasih dengan adanya aplikasi ini pesen obat kita ga perlu keluar jauh ke apotek. Dan delivery fee nya cukup murah.,4
very helpful. meskipun di awal pembayaran sempat bermasalah,5
great and satisfied services,5
Good,5
Good doctor .. good service .. thanks halodoc,5
Keren auyyy...konsul jaman now...jaman covid....,5
Great... 👍👍👍,5
"Apps keren mantap, sangat membantu dimasa sekarang.",5
Sangat membantu,5
Cepat dan jelas,5
Helpfull,5
Sangat membantu,5
I love it! Membantu sekali dlm mencari obat maupun daftar utk vaksin... Applikasi YG top markotop 👍👍👍👍👍,5
Kereeeeen banget.. service sangat memuaskan,5
Becoming 1st option to consult in this pandemic situation,5
Really helpful,5
Cakep,5
"Easy to use, fast in processing and delivery",5
Good response,5
Usefull,5
"Sangat Puas, mudah dan membantu",5
Good,5
Selalu balik lagi pakai halodoc. Utk beli obat ataupun konsul dokter,5
Semua begitu dimudahkan dengan layanan terintegrasi dari Halodoc,5
Good,5
"it helped me alot. fast responses, medicines, doctors are pretty fast responses. didn't need to go outjust stay at home then the medicine arrived",5
👍👍👍,5
Responnya cepet... mungkin Halodoc perlu memperbanyak kerjasama dg apotik2 lagi..,5
top,5
Mantap penjelasan nya,5
"Pelayanan cepat, tepat, & berkualitas",5
Membantu.,5
Fast and reliable,5
Sangat membantu,5
Aplikasi bagus. Membantu saya saat kesulitan,5
Sangat membantu di jaman now,5
"Simple, easy, and helpful",5
Kenapa sih aplikasi halodoc lemotttt bangetttt udah di reinstal jg sm aja....!!,2
Ok banget,5
Aplikasi paling berkesan sejauh ini krn sangat menolong di saat sy & keluarga sakit terutama di masa pandemi dimana kami agak takut kalo ke rumah sakit. User friendly dan loadnya udah improve banget skrg. Makin sukses dan makin byk menolong orang ya Halodoc.,4
Good application,5
It's very useful especially during the pandemic.,5
Respon dokternya cepat,5
"GOOD Apps ^^, Membantu bgt saat2 genting disaat qt sedang butuh obat, apalgi wkt 1 keluarga hrs ISOMAN di rmh ^^, Mantabb..",5
Sangat bermanfaat,1
"App nya canggih, cepat dan reliable",5
Nice,5
sangat membantu,5
Very helpful,5
Membantu sekali untuk berobat di masa pandemi,5
"Saya belum mendapatkan dana refund dan ini sudah sebulan lebih, tidak ada follow up yang continue juga terkait progress nya sampai mana. Sangat mengecewakan",1
"Very helpful, tapi some dokter kadang bisa nga tepati janji bisa dicancel mendadak, tapi untung byk dokter lain yg available 👍",5
Sangat membantu,5
Good,5
Thank U Halo Doc.. Best Ways When Doctors are Closed on Sunday..,5
fast response..,5
Very good,5
Excellence,5
Your map directory seems not to work. I have been waiting for meds for more than 28 minutes as promised,2
Dokternya ramah dan baik .. terimasih halodoc,5
Dokternya ramah dan menyenangkan,5
Penyedia layanan telemedisin untuk isoman namun resep tidak bisa keluar dan tidak ada solusi. Sangat merugikan.,1
Nice!,5
Top,5
"Memudahkan dalam swab antigen, PCR maupun membeli obat dan vitamin di masa pandemi",5
Dokter sangat ramah Dan baik sekali.. jelas memberikan saran dan petunjuk,5
selalu membantu 😊,5
sangat membantu. terima kasih halodoc,5
"Pelayanan Halodoc bukan buat pasien ato orang sakit bisa dibantu dipermudah utk ber obat malah merepotkan, pesanan tidak sampai tetapi di aplikasi tercantum pesanan sdh diterima, ketika dikplain melalui BANTUAN bukan nya membantu menghubungkan dgn kurir nya malah nanya email?org sakit butuh obat, bukan Ribet dan ruwet, kl memang mau makan duit yg bener donk, PAYAH PELAYANAN NYA!!!",1
"Praktis,dokter cepat menanggapi",5
Buat yang introvert berobat sendiri asik banget ini wkkwkw,5
Pelayanan jelas dan singkat. Thank you Dok.,5
Helpfully app,5
Sangat membantu. Terima Kasih.,5
Pelayanan baik,5
Ribet,1
Great,5
"Aplikasi sangat membantu apalagi saat pandemi tapi ongkir agak sedikit pricey , promo yang di kasih ga bisa di pakai , ga fair untuk promo limit nya sedikit padahal manusianya banyak .",4
Sangat membantu apalagi pada masa pendemic ini,5
ok good,5
Sangat membantu,5
Sangat berguna,5
Services is suck No respond after raising trouble,1
apk nya sangat membantu dan sangat baik dalam menangani customer nya❤️❤️❤️❤️ love halodoc🤍🤍🤍🤍,5
cuma masalah driver aja yang kadang susah dapet,4
Very helpful.,5
Nice app,5
"Very helpful, thanks Halo doc",5
"Konsultasi cepat, mudah dan murah",5
"i never thought that i would be using this app. after using it, it helps a lot. thank you. keep up the good work.",4
nice app... sangat membantu,5
Cepet dan praktis,5
Sangat membantu untuk konsultasi dengan dokter,5
Respon cepat & bisa bayar pakai gopa*,5
"Saa pesan 4 kali semuanya dibatalkan sepihak. Aplikasi tidak memperhitungkan jarak dan ketersediaan obat yang dipesan Terulang kembali hari ini 26 Feb 2022, dapat resep dokter halodoc, 1 obat tidak diproses. Yang memilih farmasi halodoc sendiri, alih alih segera memproses obat yang dibutuhkan, CS lebih mementingkan meminta email. Sebelummya malah diarahkan minta ulang resep ke dokternya. Begitu amat mencari repeat ordernya halodoc. Saya ingin beri bintang nol, sayang ga bisa",1
when there is no any specialis doctor on holiday at the hospital. Halodoc gives the best solution for this. thumbs,5
Very helpful in every condition for Healthcare,4
"Really helpfull, easy to use (search med, payment n fast delivery) thanks",5
Sangat membantu,5
First time trying this service. Dokternya ramah dan telaten menjawab pertanyaan2 saya. Resepnya juga bisa langsung dipesan lewat aplikasi yg sama. Smooth. Ngebantu banget saat perlu konsultasi ke dokter saat pandemi gini.,5
Please make maximum distance to order medicine instant due too many times ordered medicine with different city condition too far away to be shipped.,3
Good,5
"integrate your address information better to make me give more than 1 star, gojek driver was confused with the address and can't find the extra info i write inthe address",1
Berbagai fitur tentang kesehatan sangat baik,5
Sangat membantu,5
"So far, resep dari dokter-dokter halodoc cocok dengan saya.",5
Sangat² membantu dan mempermudah,5
I need deleted account,4
mantap,5
Dokter ramah dan sabar,5
Very helpful,5
Great app.. very useful..,5
Aplikasi dan pelayanan yang sangat membantu,5
"Platform Halodoc ini sangat membantu sekali, apalagi disaat pandemi ini kita mengurangi offline ketemu dok ato ke RS. Makasih Halodoc",5
