content,score,content_contractions,content_translated,lang_id
"Pengiriman dibatalkan tapi tanpa informasi. Saya sudah menunggu selama 2 jam lebih, padahal infonya saya hanya perlu menunggu 40 menit saja dengan tipe pengiriman instant. Setelah dikontak berkali2 melalu email, live chat, dan telepon, saya baru diinfokan bahwa pesanan gagal karena tidak mendapatkan driver. Pesanan tidak bisa dipesan ulang dan pengembalian dana membutuhkan 5 hari. Padahal saya pesan obat yg harganya 1jt. Bagaimana cara saya order lagi kalau refund butuh waktu 5 hari???",1,"Pengiriman dibatalkan tapi tanpa informasi. Saya sudah menunggu selama 2 jam lebih, padahal infonya saya hanya perlu menunggu 40 menit saja dengan tipe pengiriman instant. Setelah dikontak berkali2 melalu email, live chat, dan telepon, saya baru diinfokan bahwa pesanan gagal karena tidak mendapatkan driver. Pesanan tidak bisa dipesan ulang dan pengembalian dana membutuhkan 5 hari. Padahal saya pesan obat yg harganya 1jt. Bagaimana cara saya order lagi kalau refund butuh waktu 5 hari???","Delivery is canceled but without information. I have been waiting for more than 2 hours, even though the info I only need to wait 40 minutes with the type of instant shipping. After being contacted many times through email, live chat, and telephone, I just informed that orders failed because they did not get drivers. Orders cannot be re -ordered and refund requires 5 days. Even though I ordered medicine that costs 1 million. How do I order again if the refund takes 5 days ???",id
"Pesan paket medical checkup utk bokap ke slh satu RS, sdh bayar, tiket sdh terbit, dtg ke RSnya. Eh, pas ke pendaftaran ditolak, katanya slh RS mngkin di cabang A, B, C padahal di aplikasi sdh jelas"" terterah nama RS dan alamat lengkapnya. Alhasil user yg sngt dirugikan, CS ga membantu, proses refund yg sangat ribet. Komunikasi antara Halodoc dengan RS nya sangat sangat buruk. I'm sorry, I can't recommend this.",1,"Pesan paket medical checkup utk bokap ke slh satu RS, sdh bayar, tiket sdh terbit, dtg ke RSnya. Eh, pas ke pendaftaran ditolak, katanya slh RS mngkin di cabang A, B, C padahal di aplikasi sdh jelas"" terterah nama RS dan alamat lengkapnya. Alhasil user yg sngt dirugikan, CS ga membantu, proses refund yg sangat ribet. Komunikasi antara Halodoc dengan RS nya sangat sangat buruk. I am sorry, I cannot recommend this.","Order the medical checkup package for my father to SLH one hospital, already paid, the ticket has been published, dtg to the hospital. Uh, when the registration is rejected, he said, the hospital is still in branches A, B, C, even though the application is clearly ""the name of the hospital and the full address. As a result the user is very disadvantaged, CS does not help, the refund process is very complicated. Communication between Halodoc with the hospital is very bad. I am sorry, I cannot recommend this.",id
Alhamdulillah dapat dokter yang informatif,5,Alhamdulillah dapat dokter yang informatif,"Alhamdulillah, I got an informative doctor",id
"This app really really makes my life easier... You deserve 10 stars , brilliant",5,"This app really really makes my life easier... You deserve 10 stars , brilliant","This app really really makes my life easier... You deserve 10 stars , brilliant",en
Terima kasih halodoc,5,Terima kasih halodoc,Thank you Halodoc,id
"Mending pake aplikasi ALODOKTER, di aplikasi ini dokternya kurang komunikasi 👎👎 cuma disuruh sabar wkwkw permintaan refund pun tidak dapat diproses, bad 👎👎👎 langsung uninstall",1,"Mending pake aplikasi ALODOKTER, di aplikasi ini dokternya kurang komunikasi 👎👎 cuma disuruh sabar wkwkw permintaan refund pun tidak dapat diproses, bad 👎👎👎 langsung uninstall","It's better to use the Alodokter application, in this application the doctor is lacking communication",id
Kalau belanja better pakai opsi bayar tunai saja. Saya belanja pakai debet trus dicancel sama sistem. Udah 16 hari kerja belum masuk juga refund ke rekening saya. Malahan sama CS halodoc disuruh tanya ke bank. Sangat mengecewakan pelayanannya.,1,Kalau belanja better pakai opsi bayar tunai saja. Saya belanja pakai debet trus dicancel sama sistem. Udah 16 hari kerja belum masuk juga refund ke rekening saya. Malahan sama CS halodoc disuruh tanya ke bank. Sangat mengecewakan pelayanannya.,"If shopping better use the cash pay option. I shop using debit and then dose to the system. Already 16 working days have not entered also refunded into my account. In fact, CS Halodoc was told to ask the bank. Very disappointing service.",id
"Sekalinya driver cancel, proses sangat ribet dan lama. Tidak bisa batal dan reorder, resep tidak bisa digunakan lagi harus menunggu 5 hari saat urgent. Uang juga belum kembali, email tidak masuk2.",1,"Sekalinya driver cancel, proses sangat ribet dan lama. Tidak bisa batal dan reorder, resep tidak bisa digunakan lagi harus menunggu 5 hari saat urgent. Uang juga belum kembali, email tidak masuk2.","Once a cancel driver, the process is very complicated and long. Cannot be canceled and reorder, recipes can not be used anymore have to wait 5 days when urgent. The money hasn't returned yet, the email does not come in.",id
Medicine brands are extremely limited,1,Medicine brands are extremely limited,Medicine brands are extremely limited,en
"Kejadian lagi kecewa sama halodoc. Tidak kompeten, tidak helpful, anak sudah sakit, panas tinggi, tapi lambat",1,"Kejadian lagi kecewa sama halodoc. Tidak kompeten, tidak helpful, anak sudah sakit, panas tinggi, tapi lambat","Another incident was disappointed with Halodoc. Incompetent, not helpful, children are already sick, high heat, but slow",id
"Saya niat mau konsultasi, sudh selesai pembayaran, dokternya malah ngga ada respon, akhirnya disuruh halodoc untuk menghubungi dokter lain. Trus uang saya gmna? Hangus gitu tnpa dpat konsultasi sama dokter? Dicoba mau konsultasi lagi, malah disruh bayar lagi. Tidak akan berkah kalian makan uang haram.",1,"Saya niat mau konsultasi, sudh selesai pembayaran, dokternya malah ngga ada respon, akhirnya disuruh halodoc untuk menghubungi dokter lain. Trus uang saya gmna? Hangus gitu tnpa dpat konsultasi sama dokter? Dicoba mau konsultasi lagi, malah disruh bayar lagi. Tidak akan berkah kalian makan uang haram.","I intend to consult, Sudh finished payment, the doctor did not even have a response, finally told by Halodoc to contact another doctor. Then how much my money? Dismited so without consulting with a doctor? Try to consult again, instead it is paid again. You won't be a blessing you eat illicit money.",id
"Sangat sangat bermanfaat. Semua layanan kesehatan, dari fisik maupun mental ada dan lengkap. Semua tenaga medis yg ada sgt terpercaya dan kompeten. Kamu bahkan bisa pilih tenaga medisnya sendiri sesuai kriteriamu. Benar2 mempermudah hidup. Good job halodoc!",5,"Sangat sangat bermanfaat. Semua layanan kesehatan, dari fisik maupun mental ada dan lengkap. Semua tenaga medis yg ada sgt terpercaya dan kompeten. Kamu bahkan bisa pilih tenaga medisnya sendiri sesuai kriteriamu. Benar2 mempermudah hidup. Good job halodoc!","Very very useful. All health services, from physical and mental exist and complete. All medical personnel that exist are trusted and competent. You can even choose your own medical personnel according to your criterion. Really makes life easier. Good Job Halodoc!",id
"Makin sulit aja pake aplikasi ini, disuruh cancle tapi gak bisa. Mau order ulang lock oleh order sebelumnya yang sudah di cancle. Pembayaran saya lewat asuransi jadi gak semudah itu karena bila saya konsultasi lagi maka ada charging, beban waktu karena menunggu lama., CS juga lama banget respon untuk bantu canclenya gak banget deh pokoknya kalo gak terpaksa karena bawaan asuransi..",1,"Makin sulit aja pake aplikasi ini, disuruh cancle tapi gak bisa. Mau order ulang lock oleh order sebelumnya yang sudah di cancle. Pembayaran saya lewat asuransi jadi gak semudah itu karena bila saya konsultasi lagi maka ada charging, beban waktu karena menunggu lama., CS juga lama banget respon untuk bantu canclenya gak banget deh pokoknya kalo gak terpaksa karena bawaan asuransi..","The more difficult it is to use this application, told to cancle but can't. Want to re -order the lock by the previous order that has been canceled. My payment is through insurance so it's not that easy because if I consult again then there is a charging, the burden of time because I wait a long time, cs also takes a long time to help the cancel is not really the point if it's not forced because of the insurance insurance ..",id
"So far it's been helpful. But the map is unreliable and the drivers seem to not reading the note. I couldn't find my orders until now. The info just shows whether it has been delivered or not, but no info who accepted it picture of the person who accepted it. So when they delivered the medicine to the wrong person, to track it was such a hassle. Maybe fix that part.",3,"So far it is been helpful. But the map is unreliable and the drivers seem to not reading the note. I could not find my orders until now. The info just shows whether it has been delivered or not, but no info who accepted it picture of the person who accepted it. So when they delivered the medicine to the wrong person, to track it was such a hassle. Maybe fix that part.","So far it is been helpful. But the map is unreliable and the drivers seem to not reading the note. I could not find my orders until now. The info just shows whether it has been delivered or not, but no info who accepted it picture of the person who accepted it. So when they delivered the medicine to the wrong person, to track it was such a hassle. Maybe fix that part.",en
"Your app really need serious upgrading so much. I made appointment to doctor in hospital, turned out the doctor is switched to another doctor schedule without notifying me. Also the hospital took ages to confirm my appointment, they said because your system also slow as hell. End up I cancelled my appointment on this app and made manually appointment at the hospital for next week. Imagine I have to hold my pain till next week. Think again what is your purpose made this app.",1,"Your app really need serious upgrading so much. I made appointment to doctor in hospital, turned out the doctor is switched to another doctor schedule without notifying me. Also the hospital took ages to confirm my appointment, they said because your system also slow as hell. End up I cancelled my appointment on this app and made manually appointment at the hospital for next week. Imagine I have to hold my pain till next week. Think again what is your purpose made this app.","Your app really need serious upgrading so much. I made appointment to doctor in hospital, turned out the doctor is switched to another doctor schedule without notifying me. Also the hospital took ages to confirm my appointment, they said because your system also slow as hell. End up I cancelled my appointment on this app and made manually appointment at the hospital for next week. Imagine I have to hold my pain till next week. Think again what is your purpose made this app.",en
"Sangat bermanfaat, membantu solusi keluhan penyakit",5,"Sangat bermanfaat, membantu solusi keluhan penyakit","Very useful, helping the solution to the disease complaints",id
Sangat terbantu dengan aplikasi ini,5,Sangat terbantu dengan aplikasi ini,Greatly helped by this application,id
"Sangat mengecewakan. Aplikasi tidak bisa dipakai 1 jam sebelum konsultasi. Reset, reinstall tetap tidak bisa. Ada keterangan tidak ada koneksi. Telepon customer service cuman diberi saran"" default seperti reset, install ulang, kirim video. Maaf, sangat mengecewakan",1,"Sangat mengecewakan. Aplikasi tidak bisa dipakai 1 jam sebelum konsultasi. Reset, reinstall tetap tidak bisa. Ada keterangan tidak ada koneksi. Telepon customer service cuman diberi saran"" default seperti reset, install ulang, kirim video. Maaf, sangat mengecewakan","Very disappointing. Applications cannot be used 1 hour before consultation. Reset, Reinstall still can't. There is no connection. Customer Service Phone Only Given Suggestions ""Default Like Reset, Reinstall, Send Videos. Sorry, Very Disappointing",id
Sangat membantu saya.,5,Sangat membantu saya.,Very helpful for me.,id
"App ini sangat membantu. Dan Dokter2 nya sangat welcome, Wlwpun pasiennya sering bawel Dan parno-an Kaya Saya, tapi sll dijelaskan dengan sabar. 👍👍👍",5,"App ini sangat membantu. Dan Dokter2 nya sangat welcome, Wlwpun pasiennya sering bawel Dan parno-an Kaya Saya, tapi sll dijelaskan dengan sabar. 👍👍👍","This app is very helpful. And the doctors are very welcome, even though the patients are often nagging and parno, but it is explained patiently. 👍👍👍",id
"Konsultasi dokter skrg jd praktis, cepat, dan terjangkau",5,"Konsultasi dokter skrg jd praktis, cepat, dan terjangkau","Doctors' consultation now is practical, fast, and affordable",id
"Simple dan mudah. Tolong untuk go send bisa ditambah tip buat drivernya soalnya kadang mereka perlu bayar parkir dll pas antar barang yang kita tidak siap cash untuk bayar. Jadi kita bisa beri tip atau bayar parkir atau tanda terimakasih karena malam malam, hujan hujan kirim obat",5,"Simple dan mudah. Tolong untuk go send bisa ditambah tip buat drivernya soalnya kadang mereka perlu bayar parkir dll pas antar barang yang kita tidak siap cash untuk bayar. Jadi kita bisa beri tip atau bayar parkir atau tanda terimakasih karena malam malam, hujan hujan kirim obat","Simple and easy. Please go to go Send can be added to a tip for the driver because sometimes they need to pay parking etc. when we are not ready to cash to pay. So we can give a tip or pay for parking or gratitude because at night, rain send medicine",id
